<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.11	18:52:00	1.07458	1.07468	1.07454	1.07460	37	0	0
2023.12.11	18:53:00	1.07460	1.07475	1.07457	1.07475	30	0	0
2023.12.11	18:54:00	1.07481	1.07496	1.07476	1.07495	46	0	0
2023.12.11	18:55:00	1.07494	1.07496	1.07482	1.07495	38	0	0
2023.12.11	18:56:00	1.07495	1.07495	1.07481	1.07483	33	0	0
2023.12.11	18:57:00	1.07484	1.07484	1.07467	1.07471	34	0	0
2023.12.11	18:58:00	1.07470	1.07475	1.07464	1.07465	49	0	0
2023.12.11	18:59:00	1.07464	1.07467	1.07458	1.07460	34	0	0
2023.12.11	19:00:00	1.07459	1.07470	1.07457	1.07469	40	0	0
2023.12.11	19:01:00	1.07470	1.07479	1.07460	1.07479	36	0	0
2023.12.11	19:02:00	1.07477	1.07500	1.07476	1.07500	44	0	0
2023.12.11	19:03:00	1.07499	1.07504	1.07499	1.07503	39	0	0
2023.12.11	19:04:00	1.07505	1.07515	1.07505	1.07512	29	0	0
2023.12.11	19:05:00	1.07512	1.07527	1.07509	1.07523	43	0	0
2023.12.11	19:06:00	1.07524	1.07530	1.07522	1.07530	36	0	0
2023.12.11	19:07:00	1.07529	1.07530	1.07511	1.07518	46	0	0
2023.12.11	19:08:00	1.07517	1.07538	1.07512	1.07537	37	0	0
2023.12.11	19:09:00	1.07537	1.07541	1.07536	1.07540	30	0	0
2023.12.11	19:10:00	1.07540	1.07540	1.07528	1.07532	31	0	0
2023.12.11	19:11:00	1.07532	1.07538	1.07521	1.07534	46	0	0
2023.12.11	19:12:00	1.07534	1.07541	1.07532	1.07541	21	0	0
2023.12.11	19:13:00	1.07540	1.07550	1.07539	1.07548	22	0	0
2023.12.11	19:14:00	1.07549	1.07550	1.07536	1.07536	24	0	0
2023.12.11	19:15:00	1.07537	1.07538	1.07512	1.07515	33	0	0
2023.12.11	19:16:00	1.07514	1.07524	1.07509	1.07509	40	0	0
2023.12.11	19:17:00	1.07510	1.07510	1.07487	1.07488	39	0	0
2023.12.11	19:18:00	1.07489	1.07499	1.07489	1.07494	27	0	0
2023.12.11	19:19:00	1.07492	1.07494	1.07476	1.07479	30	0	0
2023.12.11	19:20:00	1.07478	1.07485	1.07477	1.07479	44	0	0
2023.12.11	19:21:00	1.07480	1.07512	1.07479	1.07509	35	0	0
2023.12.11	19:22:00	1.07507	1.07517	1.07504	1.07513	35	0	0
2023.12.11	19:23:00	1.07515	1.07523	1.07513	1.07521	34	0	0
2023.12.11	19:24:00	1.07521	1.07521	1.07505	1.07512	32	0	0
2023.12.11	19:25:00	1.07515	1.07515	1.07504	1.07504	26	0	0
2023.12.11	19:26:00	1.07505	1.07509	1.07499	1.07509	19	0	0
2023.12.11	19:27:00	1.07510	1.07535	1.07509	1.07530	45	0	0
2023.12.11	19:28:00	1.07527	1.07538	1.07521	1.07521	45	0	0
2023.12.11	19:29:00	1.07521	1.07535	1.07521	1.07533	35	0	0
2023.12.11	19:30:00	1.07534	1.07545	1.07532	1.07539	35	0	0
2023.12.11	19:31:00	1.07540	1.07541	1.07515	1.07517	35	0	0
2023.12.11	19:32:00	1.07516	1.07516	1.07498	1.07498	18	0	0
2023.12.11	19:33:00	1.07509	1.07516	1.07501	1.07503	32	0	0
2023.12.11	19:34:00	1.07502	1.07502	1.07491	1.07499	43	0	0
2023.12.11	19:35:00	1.07498	1.07500	1.07494	1.07499	38	0	0
2023.12.11	19:36:00	1.07497	1.07502	1.07497	1.07500	23	0	0
2023.12.11	19:37:00	1.07499	1.07502	1.07493	1.07495	28	0	0
2023.12.11	19:38:00	1.07494	1.07495	1.07489	1.07493	31	0	0
2023.12.11	19:39:00	1.07494	1.07515	1.07494	1.07510	32	0	0
2023.12.11	19:40:00	1.07508	1.07512	1.07507	1.07507	25	0	0
2023.12.11	19:41:00	1.07508	1.07509	1.07498	1.07501	28	0	0
2023.12.11	19:42:00	1.07503	1.07506	1.07498	1.07499	30	0	0
2023.12.11	19:43:00	1.07499	1.07502	1.07497	1.07500	32	0	0
2023.12.11	19:44:00	1.07502	1.07505	1.07494	1.07504	43	0	0
2023.12.11	19:45:00	1.07503	1.07505	1.07497	1.07501	26	0	0
2023.12.11	19:46:00	1.07497	1.07505	1.07497	1.07499	18	0	0
2023.12.11	19:47:00	1.07499	1.07499	1.07469	1.07478	25	0	0
2023.12.11	19:48:00	1.07477	1.07484	1.07468	1.07470	31	0	0
2023.12.11	19:49:00	1.07470	1.07483	1.07468	1.07479	38	0	0
2023.12.11	19:50:00	1.07477	1.07484	1.07474	1.07482	41	0	0
2023.12.11	19:51:00	1.07481	1.07481	1.07469	1.07470	33	0	0
2023.12.11	19:52:00	1.07468	1.07471	1.07462	1.07464	31	0	0
2023.12.11	19:53:00	1.07465	1.07465	1.07461	1.07462	11	0	0
2023.12.11	19:54:00	1.07465	1.07465	1.07452	1.07453	40	0	0
2023.12.11	19:55:00	1.07454	1.07455	1.07435	1.07435	30	0	0
2023.12.11	19:56:00	1.07434	1.07446	1.07434	1.07445	39	0	0
2023.12.11	19:57:00	1.07444	1.07444	1.07438	1.07441	15	0	0
2023.12.11	19:58:00	1.07442	1.07442	1.07436	1.07441	18	0	0
2023.12.11	19:59:00	1.07443	1.07446	1.07439	1.07441	37	0	0
2023.12.11	20:00:00	1.07440	1.07444	1.07432	1.07440	29	0	0
2023.12.11	20:01:00	1.07442	1.07455	1.07428	1.07428	55	0	0
2023.12.11	20:02:00	1.07429	1.07489	1.07428	1.07489	94	0	0
2023.12.11	20:03:00	1.07491	1.07496	1.07482	1.07489	62	0	0
2023.12.11	20:04:00	1.07488	1.07519	1.07487	1.07510	41	0	0
2023.12.11	20:05:00	1.07509	1.07524	1.07491	1.07514	73	0	0
2023.12.11	20:06:00	1.07513	1.07514	1.07501	1.07508	35	0	0
2023.12.11	20:07:00	1.07509	1.07525	1.07509	1.07510	41	0	0
2023.12.11	20:08:00	1.07508	1.07515	1.07504	1.07514	31	0	0
2023.12.11	20:09:00	1.07513	1.07514	1.07500	1.07500	33	0	0
2023.12.11	20:10:00	1.07499	1.07503	1.07492	1.07497	46	0	0
2023.12.11	20:11:00	1.07497	1.07499	1.07485	1.07498	27	0	0
2023.12.11	20:12:00	1.07498	1.07510	1.07492	1.07509	27	0	0
2023.12.11	20:13:00	1.07507	1.07520	1.07507	1.07514	52	0	0
2023.12.11	20:14:00	1.07515	1.07515	1.07495	1.07499	54	0	0
2023.12.11	20:15:00	1.07500	1.07509	1.07493	1.07504	58	0	0
2023.12.11	20:16:00	1.07509	1.07514	1.07503	1.07511	52	0	0
2023.12.11	20:17:00	1.07510	1.07520	1.07505	1.07515	37	0	0
2023.12.11	20:18:00	1.07515	1.07520	1.07507	1.07509	43	0	0
2023.12.11	20:19:00	1.07510	1.07520	1.07508	1.07515	46	0	0
2023.12.11	20:20:00	1.07516	1.07534	1.07516	1.07533	35	0	0
2023.12.11	20:21:00	1.07534	1.07543	1.07530	1.07543	47	0	0
2023.12.11	20:22:00	1.07542	1.07550	1.07540	1.07542	34	0	0
2023.12.11	20:23:00	1.07543	1.07552	1.07543	1.07549	39	0	0
2023.12.11	20:24:00	1.07547	1.07559	1.07545	1.07554	68	0	0
2023.12.11	20:25:00	1.07556	1.07556	1.07547	1.07552	69	0	0
2023.12.11	20:26:00	1.07551	1.07558	1.07544	1.07558	46	0	0
2023.12.11	20:27:00	1.07558	1.07569	1.07546	1.07566	61	0	0
2023.12.11	20:28:00	1.07566	1.07566	1.07554	1.07558	53	0	0
2023.12.11	20:29:00	1.07560	1.07566	1.07552	1.07565	60	0	0
2023.12.11	20:30:00	1.07563	1.07579	1.07562	1.07572	37	0	0
2023.12.11	20:31:00	1.07573	1.07579	1.07572	1.07574	33	0	0
2023.12.11	20:32:00	1.07575	1.07582	1.07574	1.07579	20	0	0
2023.12.11	20:33:00	1.07580	1.07603	1.07576	1.07602	43	0	0
2023.12.11	20:34:00	1.07601	1.07605	1.07594	1.07601	22	0	0
2023.12.11	20:35:00	1.07601	1.07609	1.07600	1.07609	37	0	0
2023.12.11	20:36:00	1.07608	1.07608	1.07592	1.07595	22	0	0
2023.12.11	20:37:00	1.07594	1.07597	1.07586	1.07593	38	0	0
2023.12.11	20:38:00	1.07590	1.07604	1.07589	1.07601	32	0	0
2023.12.11	20:39:00	1.07602	1.07607	1.07598	1.07602	30	0	0
2023.12.11	20:40:00	1.07601	1.07608	1.07599	1.07608	26	0	0
2023.12.11	20:41:00	1.07607	1.07610	1.07601	1.07604	21	0	0
2023.12.11	20:42:00	1.07602	1.07607	1.07600	1.07606	28	0	0
2023.12.11	20:43:00	1.07605	1.07616	1.07605	1.07615	31	0	0
2023.12.11	20:44:00	1.07616	1.07617	1.07614	1.07617	15	0	0
2023.12.11	20:45:00	1.07618	1.07618	1.07607	1.07613	39	0	0
2023.12.11	20:46:00	1.07613	1.07616	1.07603	1.07606	29	0	0
2023.12.11	20:47:00	1.07605	1.07608	1.07604	1.07605	32	0	0
2023.12.11	20:48:00	1.07604	1.07615	1.07604	1.07612	23	0	0
2023.12.11	20:49:00	1.07611	1.07620	1.07610	1.07619	26	0	0
2023.12.11	20:50:00	1.07618	1.07621	1.07611	1.07620	36	0	0
2023.12.11	20:51:00	1.07621	1.07635	1.07618	1.07629	32	0	0
2023.12.11	20:52:00	1.07631	1.07632	1.07624	1.07626	50	0	0
2023.12.11	20:53:00	1.07628	1.07635	1.07626	1.07629	28	0	0
2023.12.11	20:54:00	1.07629	1.07636	1.07629	1.07629	23	0	0
2023.12.11	20:55:00	1.07626	1.07626	1.07622	1.07624	19	0	0
2023.12.11	20:56:00	1.07623	1.07632	1.07616	1.07632	30	0	0
2023.12.11	20:57:00	1.07631	1.07633	1.07631	1.07631	14	0	0
2023.12.11	20:58:00	1.07632	1.07640	1.07628	1.07639	20	0	0
2023.12.11	20:59:00	1.07639	1.07651	1.07635	1.07635	34	0	0
2023.12.11	21:00:00	1.07635	1.07645	1.07635	1.07639	24	0	0
2023.12.11	21:01:00	1.07639	1.07650	1.07638	1.07650	12	0	0
2023.12.11	21:02:00	1.07650	1.07660	1.07649	1.07660	21	0	0
2023.12.11	21:03:00	1.07659	1.07664	1.07652	1.07661	33	0	0
2023.12.11	21:04:00	1.07662	1.07673	1.07661	1.07665	33	0	0
2023.12.11	21:05:00	1.07665	1.07668	1.07655	1.07667	38	0	0
2023.12.11	21:06:00	1.07668	1.07671	1.07667	1.07667	29	0	0
2023.12.11	21:07:00	1.07666	1.07670	1.07662	1.07669	31	0	0
2023.12.11	21:08:00	1.07671	1.07686	1.07670	1.07686	34	0	0
2023.12.11	21:09:00	1.07685	1.07695	1.07684	1.07695	23	0	0
2023.12.11	21:10:00	1.07694	1.07697	1.07691	1.07694	30	0	0
2023.12.11	21:11:00	1.07692	1.07693	1.07684	1.07689	21	0	0
2023.12.11	21:12:00	1.07688	1.07690	1.07683	1.07683	29	0	0
2023.12.11	21:13:00	1.07683	1.07693	1.07683	1.07689	22	0	0
2023.12.11	21:14:00	1.07688	1.07689	1.07678	1.07681	31	0	0
2023.12.11	21:15:00	1.07680	1.07681	1.07670	1.07670	40	0	0
2023.12.11	21:16:00	1.07670	1.07671	1.07658	1.07659	25	0	0
2023.12.11	21:17:00	1.07660	1.07677	1.07658	1.07671	27	0	0
2023.12.11	21:18:00	1.07671	1.07673	1.07668	1.07670	24	0	0
2023.12.11	21:19:00	1.07669	1.07670	1.07658	1.07662	27	0	0
2023.12.11	21:20:00	1.07663	1.07670	1.07652	1.07652	46	0	0
2023.12.11	21:21:00	1.07652	1.07655	1.07644	1.07650	31	0	0
2023.12.11	21:22:00	1.07649	1.07654	1.07648	1.07649	22	0	0
2023.12.11	21:23:00	1.07650	1.07655	1.07644	1.07655	21	0	0
2023.12.11	21:24:00	1.07654	1.07659	1.07649	1.07659	30	0	0
2023.12.11	21:25:00	1.07658	1.07659	1.07648	1.07648	20	0	0
2023.12.11	21:26:00	1.07647	1.07649	1.07637	1.07648	22	0	0
2023.12.11	21:27:00	1.07647	1.07660	1.07647	1.07654	27	0	0
2023.12.11	21:28:00	1.07653	1.07655	1.07653	1.07654	6	0	0
2023.12.11	21:29:00	1.07648	1.07660	1.07648	1.07655	29	0	0
2023.12.11	21:30:00	1.07655	1.07661	1.07655	1.07659	34	0	0
2023.12.11	21:31:00	1.07658	1.07659	1.07658	1.07659	6	0	0
2023.12.11	21:32:00	1.07663	1.07663	1.07658	1.07659	8	0	0
2023.12.11	21:33:00	1.07659	1.07663	1.07658	1.07659	8	0	0
2023.12.11	21:34:00	1.07660	1.07660	1.07657	1.07657	9	0	0
2023.12.11	21:35:00	1.07658	1.07658	1.07638	1.07638	33	0	0
2023.12.11	21:36:00	1.07639	1.07639	1.07637	1.07639	23	0	0
2023.12.11	21:37:00	1.07637	1.07640	1.07633	1.07635	28	0	0
2023.12.11	21:38:00	1.07634	1.07640	1.07632	1.07634	43	0	0
2023.12.11	21:39:00	1.07632	1.07638	1.07632	1.07634	18	0	0
2023.12.11	21:40:00	1.07634	1.07635	1.07627	1.07629	11	0	0
2023.12.11	21:41:00	1.07630	1.07636	1.07629	1.07635	43	0	0
2023.12.11	21:42:00	1.07634	1.07636	1.07628	1.07628	28	0	0
2023.12.11	21:43:00	1.07628	1.07631	1.07627	1.07628	31	0	0
2023.12.11	21:44:00	1.07629	1.07629	1.07627	1.07629	34	0	0
2023.12.11	21:45:00	1.07628	1.07630	1.07627	1.07629	10	0	0
2023.12.11	21:46:00	1.07628	1.07647	1.07628	1.07643	29	0	0
2023.12.11	21:47:00	1.07643	1.07649	1.07642	1.07648	28	0	0
2023.12.11	21:48:00	1.07649	1.07649	1.07643	1.07643	33	0	0
2023.12.11	21:49:00	1.07642	1.07645	1.07637	1.07644	26	0	0
2023.12.11	21:50:00	1.07643	1.07644	1.07633	1.07638	43	0	0
2023.12.11	21:51:00	1.07639	1.07646	1.07638	1.07643	12	0	0
2023.12.11	21:52:00	1.07644	1.07644	1.07637	1.07638	13	0	0
2023.12.11	21:53:00	1.07639	1.07639	1.07627	1.07628	14	0	0
2023.12.11	21:54:00	1.07627	1.07630	1.07624	1.07625	22	0	0
2023.12.11	21:55:00	1.07624	1.07624	1.07617	1.07624	17	0	0
2023.12.11	21:56:00	1.07623	1.07624	1.07618	1.07618	15	0	0
2023.12.11	21:57:00	1.07618	1.07618	1.07609	1.07609	19	0	0
2023.12.11	21:58:00	1.07608	1.07616	1.07608	1.07614	18	0	0
2023.12.11	21:59:00	1.07613	1.07619	1.07612	1.07612	26	0	0
2023.12.11	22:00:00	1.07612	1.07623	1.07612	1.07618	17	0	0
2023.12.11	22:01:00	1.07617	1.07618	1.07612	1.07616	13	0	0
2023.12.11	22:02:00	1.07617	1.07618	1.07613	1.07613	19	0	0
2023.12.11	22:03:00	1.07612	1.07612	1.07607	1.07608	5	0	0
2023.12.11	22:04:00	1.07608	1.07608	1.07607	1.07607	6	0	0
2023.12.11	22:05:00	1.07610	1.07618	1.07610	1.07617	9	0	0
2023.12.11	22:06:00	1.07617	1.07618	1.07615	1.07618	11	0	0
2023.12.11	22:07:00	1.07618	1.07623	1.07618	1.07623	12	0	0
2023.12.11	22:08:00	1.07623	1.07633	1.07623	1.07633	12	0	0
2023.12.11	22:09:00	1.07633	1.07634	1.07624	1.07624	17	0	0
2023.12.11	22:10:00	1.07623	1.07623	1.07609	1.07613	31	0	0
2023.12.11	22:11:00	1.07614	1.07621	1.07612	1.07618	20	0	0
2023.12.11	22:12:00	1.07619	1.07619	1.07615	1.07616	19	0	0
2023.12.11	22:13:00	1.07617	1.07618	1.07614	1.07618	31	0	0
2023.12.11	22:14:00	1.07618	1.07624	1.07615	1.07624	21	0	0
2023.12.11	22:15:00	1.07625	1.07629	1.07618	1.07627	24	0	0
2023.12.11	22:16:00	1.07628	1.07634	1.07628	1.07633	22	0	0
2023.12.11	22:17:00	1.07634	1.07638	1.07628	1.07633	22	0	0
2023.12.11	22:18:00	1.07634	1.07634	1.07628	1.07628	15	0	0
2023.12.11	22:19:00	1.07628	1.07638	1.07627	1.07638	15	0	0
2023.12.11	22:20:00	1.07637	1.07638	1.07627	1.07631	39	0	0
2023.12.11	22:21:00	1.07630	1.07632	1.07625	1.07627	31	0	0
2023.12.11	22:22:00	1.07628	1.07628	1.07622	1.07623	17	0	0
2023.12.11	22:23:00	1.07622	1.07634	1.07622	1.07633	23	0	0
2023.12.11	22:24:00	1.07634	1.07634	1.07628	1.07631	22	0	0
2023.12.11	22:25:00	1.07630	1.07631	1.07627	1.07628	25	0	0
2023.12.11	22:26:00	1.07629	1.07634	1.07628	1.07633	7	0	0
2023.12.11	22:27:00	1.07634	1.07634	1.07629	1.07633	15	0	0
2023.12.11	22:28:00	1.07632	1.07634	1.07628	1.07633	16	0	0
2023.12.11	22:29:00	1.07634	1.07638	1.07633	1.07637	19	0	0
2023.12.11	22:30:00	1.07638	1.07638	1.07636	1.07637	18	0	0
2023.12.11	22:31:00	1.07638	1.07638	1.07629	1.07629	15	0	0
2023.12.11	22:32:00	1.07628	1.07628	1.07618	1.07628	17	0	0
2023.12.11	22:33:00	1.07628	1.07631	1.07625	1.07628	22	0	0
2023.12.11	22:34:00	1.07627	1.07631	1.07627	1.07629	20	0	0
2023.12.11	22:35:00	1.07628	1.07631	1.07628	1.07631	30	0	0
2023.12.11	22:36:00	1.07631	1.07632	1.07621	1.07622	24	0	0
2023.12.11	22:37:00	1.07621	1.07627	1.07618	1.07626	21	0	0
2023.12.11	22:38:00	1.07627	1.07638	1.07627	1.07633	17	0	0
2023.12.11	22:39:00	1.07632	1.07638	1.07631	1.07637	11	0	0
2023.12.11	22:40:00	1.07639	1.07646	1.07634	1.07642	30	0	0
2023.12.11	22:41:00	1.07641	1.07646	1.07639	1.07643	16	0	0
2023.12.11	22:42:00	1.07644	1.07644	1.07638	1.07638	25	0	0
2023.12.11	22:43:00	1.07639	1.07640	1.07631	1.07632	10	0	0
2023.12.11	22:44:00	1.07632	1.07634	1.07626	1.07633	10	0	0
2023.12.11	22:45:00	1.07634	1.07634	1.07628	1.07628	15	0	0
2023.12.11	22:46:00	1.07629	1.07629	1.07626	1.07628	14	0	0
2023.12.11	22:47:00	1.07629	1.07633	1.07624	1.07633	20	0	0
2023.12.11	22:48:00	1.07634	1.07638	1.07633	1.07634	27	0	0
2023.12.11	22:49:00	1.07633	1.07635	1.07632	1.07635	16	0	0
2023.12.11	22:50:00	1.07634	1.07635	1.07632	1.07635	11	0	0
2023.12.11	22:51:00	1.07634	1.07635	1.07628	1.07634	24	0	0
2023.12.11	22:52:00	1.07635	1.07635	1.07627	1.07629	30	0	0
2023.12.11	22:53:00	1.07632	1.07639	1.07630	1.07639	19	0	0
2023.12.11	22:54:00	1.07640	1.07644	1.07638	1.07639	29	0	0
2023.12.11	22:55:00	1.07638	1.07640	1.07632	1.07633	20	0	0
2023.12.11	22:56:00	1.07633	1.07634	1.07633	1.07634	14	0	0
2023.12.11	22:57:00	1.07633	1.07640	1.07633	1.07640	10	0	0
2023.12.11	22:58:00	1.07642	1.07650	1.07639	1.07649	33	0	0
2023.12.11	22:59:00	1.07649	1.07649	1.07647	1.07647	10	0	0
2023.12.11	23:00:00	1.07648	1.07648	1.07634	1.07636	36	0	0
2023.12.11	23:01:00	1.07635	1.07644	1.07635	1.07644	11	0	5
2023.12.11	23:02:00	1.07644	1.07646	1.07644	1.07645	9	0	5
2023.12.11	23:03:00	1.07644	1.07645	1.07640	1.07642	20	0	6
2023.12.11	23:04:00	1.07641	1.07642	1.07636	1.07636	9	0	6
2023.12.11	23:05:00	1.07635	1.07639	1.07634	1.07639	10	0	6
2023.12.11	23:06:00	1.07640	1.07646	1.07640	1.07646	5	0	6
2023.12.11	23:07:00	1.07645	1.07645	1.07645	1.07645	1	0	6
2023.12.11	23:08:00	1.07645	1.07645	1.07639	1.07641	18	0	6
2023.12.11	23:09:00	1.07640	1.07645	1.07635	1.07642	20	0	5
2023.12.11	23:10:00	1.07641	1.07641	1.07635	1.07635	11	0	6
2023.12.11	23:11:00	1.07635	1.07638	1.07635	1.07638	13	0	6
2023.12.11	23:12:00	1.07637	1.07640	1.07636	1.07640	12	0	6
2023.12.11	23:13:00	1.07640	1.07640	1.07636	1.07639	12	0	6
2023.12.11	23:14:00	1.07639	1.07639	1.07635	1.07635	10	0	5
2023.12.11	23:15:00	1.07637	1.07641	1.07637	1.07640	7	0	6
2023.12.11	23:16:00	1.07640	1.07642	1.07640	1.07640	17	0	6
2023.12.11	23:17:00	1.07641	1.07641	1.07637	1.07639	13	0	6
2023.12.11	23:18:00	1.07640	1.07641	1.07639	1.07641	12	0	6
2023.12.11	23:19:00	1.07640	1.07644	1.07640	1.07644	9	0	6
2023.12.11	23:20:00	1.07643	1.07646	1.07643	1.07645	18	0	6
2023.12.11	23:21:00	1.07646	1.07646	1.07640	1.07642	26	0	6
2023.12.11	23:22:00	1.07641	1.07641	1.07639	1.07640	6	0	6
2023.12.11	23:23:00	1.07640	1.07642	1.07639	1.07640	7	0	7
2023.12.11	23:24:00	1.07640	1.07641	1.07639	1.07640	9	0	7
2023.12.11	23:25:00	1.07639	1.07640	1.07639	1.07640	12	0	7
2023.12.11	23:26:00	1.07640	1.07640	1.07639	1.07640	3	0	7
2023.12.11	23:27:00	1.07639	1.07640	1.07639	1.07640	2	0	7
2023.12.11	23:28:00	1.07640	1.07640	1.07639	1.07640	3	0	7
2023.12.11	23:29:00	1.07641	1.07647	1.07640	1.07640	26	0	5
2023.12.11	23:30:00	1.07640	1.07640	1.07634	1.07634	13	0	5
2023.12.11	23:31:00	1.07634	1.07635	1.07633	1.07634	7	0	9
2023.12.11	23:32:00	1.07635	1.07635	1.07633	1.07634	5	0	9
2023.12.11	23:33:00	1.07634	1.07635	1.07633	1.07634	7	0	9
2023.12.11	23:34:00	1.07634	1.07639	1.07634	1.07639	5	0	9
2023.12.11	23:35:00	1.07636	1.07640	1.07634	1.07639	28	0	7
2023.12.11	23:36:00	1.07640	1.07642	1.07638	1.07639	20	0	9
2023.12.11	23:37:00	1.07640	1.07646	1.07640	1.07644	6	0	9
2023.12.11	23:38:00	1.07644	1.07644	1.07642	1.07644	8	0	8
2023.12.11	23:39:00	1.07643	1.07644	1.07643	1.07644	10	0	9
2023.12.11	23:40:00	1.07645	1.07645	1.07643	1.07644	6	0	9
2023.12.11	23:41:00	1.07647	1.07647	1.07643	1.07643	6	0	5
2023.12.11	23:42:00	1.07643	1.07644	1.07643	1.07643	7	0	9
2023.12.11	23:43:00	1.07639	1.07639	1.07639	1.07639	1	0	9
2023.12.11	23:44:00	1.07639	1.07639	1.07638	1.07639	5	0	9
2023.12.11	23:45:00	1.07638	1.07639	1.07635	1.07635	23	0	9
2023.12.11	23:46:00	1.07635	1.07637	1.07634	1.07635	19	0	9
2023.12.11	23:47:00	1.07636	1.07640	1.07634	1.07639	16	0	9
2023.12.11	23:48:00	1.07638	1.07640	1.07636	1.07639	11	0	9
2023.12.11	23:49:00	1.07640	1.07640	1.07638	1.07639	11	0	9
2023.12.11	23:50:00	1.07638	1.07639	1.07634	1.07635	9	0	9
2023.12.11	23:51:00	1.07634	1.07635	1.07634	1.07635	8	0	9
2023.12.11	23:52:00	1.07637	1.07639	1.07637	1.07639	13	0	7
2023.12.11	23:53:00	1.07638	1.07639	1.07635	1.07636	39	0	7
2023.12.11	23:54:00	1.07636	1.07637	1.07635	1.07636	31	0	9
2023.12.11	23:55:00	1.07637	1.07641	1.07635	1.07635	8	0	0
2023.12.11	23:56:00	1.07635	1.07639	1.07633	1.07638	13	0	8
2023.12.11	23:57:00	1.07638	1.07639	1.07638	1.07639	2	0	10
2023.12.11	23:58:00	1.07639	1.07641	1.07639	1.07641	4	0	8
2023.12.11	23:59:00	1.07641	1.07647	1.07639	1.07642	13	0	8
2023.12.12	00:00:00	1.07643	1.07643	1.07605	1.07605	4	0	7
2023.12.12	00:01:00	1.07605	1.07637	1.07548	1.07596	5	0	13
2023.12.12	00:02:00	1.07583	1.07596	1.07583	1.07596	3	0	56
2023.12.12	00:03:00	1.07596	1.07596	1.07596	1.07596	1	0	56
2023.12.12	00:04:00	1.07595	1.07596	1.07587	1.07594	5	0	48
2023.12.12	00:05:00	1.07597	1.07598	1.07597	1.07598	2	0	35
2023.12.12	00:06:00	1.07598	1.07598	1.07594	1.07594	3	0	35
2023.12.12	00:07:00	1.07594	1.07596	1.07592	1.07596	4	0	36
2023.12.12	00:08:00	1.07596	1.07618	1.07596	1.07609	25	0	24
2023.12.12	00:09:00	1.07608	1.07610	1.07572	1.07578	10	0	32
2023.12.12	00:10:00	1.07574	1.07579	1.07574	1.07579	4	0	60
2023.12.12	00:11:00	1.07577	1.07593	1.07573	1.07593	6	0	49
2023.12.12	00:12:00	1.07596	1.07612	1.07595	1.07608	13	0	30
2023.12.12	00:13:00	1.07609	1.07609	1.07607	1.07607	2	0	33
2023.12.12	00:14:00	1.07607	1.07622	1.07607	1.07622	19	0	8
2023.12.12	00:15:00	1.07622	1.07622	1.07613	1.07613	5	0	8
2023.12.12	00:16:00	1.07596	1.07596	1.07596	1.07596	1	0	29
2023.12.12	00:17:00	1.07596	1.07607	1.07596	1.07598	14	0	29
2023.12.12	00:18:00	1.07597	1.07616	1.07597	1.07611	3	0	16
2023.12.12	00:19:00	1.07611	1.07612	1.07582	1.07612	3	0	14
2023.12.12	00:20:00	1.07612	1.07612	1.07557	1.07596	7	0	14
2023.12.12	00:21:00	1.07596	1.07617	1.07596	1.07617	13	0	29
2023.12.12	00:22:00	1.07616	1.07619	1.07615	1.07616	12	0	29
2023.12.12	00:23:00	1.07615	1.07624	1.07615	1.07624	12	0	29
2023.12.12	00:24:00	1.07624	1.07626	1.07615	1.07615	9	0	29
2023.12.12	00:25:00	1.07615	1.07620	1.07614	1.07620	14	0	29
2023.12.12	00:26:00	1.07618	1.07621	1.07616	1.07618	16	0	29
2023.12.12	00:27:00	1.07618	1.07619	1.07616	1.07618	19	0	29
2023.12.12	00:28:00	1.07617	1.07626	1.07617	1.07626	13	0	29
2023.12.12	00:29:00	1.07616	1.07626	1.07615	1.07626	3	0	29
2023.12.12	00:30:00	1.07624	1.07631	1.07624	1.07631	8	0	27
2023.12.12	00:31:00	1.07630	1.07630	1.07623	1.07630	4	0	27
2023.12.12	00:32:00	1.07630	1.07630	1.07621	1.07626	14	0	27
2023.12.12	00:33:00	1.07626	1.07626	1.07622	1.07624	4	0	27
2023.12.12	00:34:00	1.07626	1.07626	1.07621	1.07626	4	0	27
2023.12.12	00:35:00	1.07621	1.07626	1.07621	1.07626	2	0	27
2023.12.12	00:36:00	1.07621	1.07626	1.07619	1.07626	6	0	27
2023.12.12	00:37:00	1.07621	1.07627	1.07621	1.07627	6	0	27
2023.12.12	00:38:00	1.07625	1.07626	1.07624	1.07626	6	0	27
2023.12.12	00:39:00	1.07624	1.07638	1.07621	1.07626	9	0	21
2023.12.12	00:40:00	1.07619	1.07629	1.07619	1.07629	3	0	27
2023.12.12	00:41:00	1.07627	1.07629	1.07627	1.07629	6	0	27
2023.12.12	00:42:00	1.07637	1.07637	1.07620	1.07627	4	0	14
2023.12.12	00:43:00	1.07621	1.07627	1.07619	1.07627	4	0	27
2023.12.12	00:44:00	1.07636	1.07636	1.07619	1.07627	5	0	15
2023.12.12	00:45:00	1.07627	1.07633	1.07625	1.07625	6	0	20
2023.12.12	00:46:00	1.07625	1.07625	1.07615	1.07617	12	0	17
2023.12.12	00:47:00	1.07617	1.07623	1.07615	1.07617	6	0	21
2023.12.12	00:48:00	1.07617	1.07617	1.07617	1.07617	1	0	25
